序号,时间戳,帧类型,帧格式,状态,数据长度, 数据(D0 - D7),ID,
6105,23:04:33.6932381,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6106,23:04:33.6932381,标准帧,数据帧,接收,6,93 DB 53 1B 42 0E,35,
6107,23:04:33.6993148,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6108,23:04:33.6993148,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6109,23:04:33.6993148,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6110,23:04:33.6993148,标准帧,数据帧,接收,6,93 20 83 77 3B 10,35,
6111,23:04:33.6993148,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6112,23:04:33.6993148,标准帧,数据帧,接收,6,93 6C 97 A5 C0 11,35,
6113,23:04:33.7564372,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6114,23:04:33.7564372,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6115,23:04:33.7564372,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6116,23:04:33.7564372,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6117,23:04:33.7564372,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6118,23:04:33.7564372,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6119,23:04:33.7564372,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6120,23:04:33.7564372,标准帧,数据帧,接收,6,93 F0 59 1B 42 0E,35,
6121,23:04:33.7564372,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6122,23:04:33.7564372,标准帧,数据帧,接收,6,93 DB 69 DC BF 0F,35,
6123,23:04:33.7564372,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6124,23:04:33.7564372,标准帧,数据帧,接收,6,93 05 8F C2 BB 10,35,
6125,23:04:33.7564372,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6126,23:04:33.7564372,标准帧,数据帧,接收,6,93 C3 C4 AE C0 11,35,
6127,23:04:33.8174881,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6128,23:04:33.8174881,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6129,23:04:33.8174881,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6130,23:04:33.8174881,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6131,23:04:33.8174881,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6132,23:04:33.8174881,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6133,23:04:33.8174881,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6134,23:04:33.8174881,标准帧,数据帧,接收,6,93 35 60 1B 42 0E,35,
6135,23:04:33.8174881,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6136,23:04:33.8174881,标准帧,数据帧,接收,6,93 71 6A DC BF 0F,35,
6137,23:04:33.8174881,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6138,23:04:33.8174881,标准帧,数据帧,接收,6,93 5F A8 D2 BB 10,35,
6139,23:04:33.8174881,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6140,23:04:33.8244948,标准帧,数据帧,接收,6,93 16 D6 95 C0 11,35,
6141,23:04:33.8806008,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6142,23:04:33.8806008,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6143,23:04:33.8806008,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6144,23:04:33.8806008,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6145,23:04:33.8806008,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6146,23:04:33.8806008,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6147,23:04:33.8806008,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6148,23:04:33.8806008,标准帧,数据帧,接收,6,93 CD 66 1B 42 0E,35,
6149,23:04:33.8806008,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6150,23:04:33.8806008,标准帧,数据帧,接收,6,93 DB 69 DC BF 0F,35,
6151,23:04:33.8846111,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6152,23:04:33.8846111,标准帧,数据帧,接收,6,93 97 5C 12 3B 10,35,
6153,23:04:33.8846111,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6154,23:04:33.8846111,标准帧,数据帧,接收,6,93 99 4F 9A C0 11,35,
6155,23:04:33.9400715,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6156,23:04:33.9400715,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6157,23:04:33.9440643,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6158,23:04:33.9440643,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6159,23:04:33.9440643,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6160,23:04:33.9440643,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6161,23:04:33.9440643,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6162,23:04:33.9440643,标准帧,数据帧,接收,6,93 1F 6D 1B 42 0E,35,
6163,23:04:33.9440643,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6164,23:04:33.9440643,标准帧,数据帧,接收,6,93 DB 69 DC BF 0F,35,
6165,23:04:33.9440643,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6166,23:04:33.9440643,标准帧,数据帧,接收,6,93 ED DD 8B 39 10,35,
6167,23:04:33.9440643,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6168,23:04:33.9440643,标准帧,数据帧,接收,6,93 00 D9 93 C0 11,35,
6169,23:04:34.0040638,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6170,23:04:34.0040638,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6171,23:04:34.0040638,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6172,23:04:34.0100509,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6173,23:04:34.0100509,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6174,23:04:34.0100509,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6175,23:04:34.0100509,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6176,23:04:34.0100509,标准帧,数据帧,接收,6,93 A0 73 1B 42 0E,35,
6177,23:04:34.0100509,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6178,23:04:34.0100509,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6179,23:04:34.0100509,标准帧,数据帧,接收,6,93 71 6A DC BF 0F,35,
6180,23:04:34.0100509,标准帧,数据帧,接收,6,93 71 31 D9 3A 10,35,
6181,23:04:34.0100509,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6182,23:04:34.0100509,标准帧,数据帧,接收,6,93 E7 6C 88 C0 11,35,
6183,23:04:34.0687768,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6184,23:04:34.0687768,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6185,23:04:34.0687768,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6186,23:04:34.0687768,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6187,23:04:34.0687768,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6188,23:04:34.0687768,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6189,23:04:34.0687768,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6190,23:04:34.0687768,标准帧,数据帧,接收,6,93 F3 79 1B 42 0E,35,
6191,23:04:34.0687768,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6192,23:04:34.0687768,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6193,23:04:34.0687768,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6194,23:04:34.0687768,标准帧,数据帧,接收,6,93 9D B8 E1 BB 10,35,
6195,23:04:34.0747854,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6196,23:04:34.0747854,标准帧,数据帧,接收,6,93 BE F5 8E C0 11,35,
6197,23:04:34.1328008,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6198,23:04:34.1328008,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6199,23:04:34.1328008,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6200,23:04:34.1328008,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6201,23:04:34.1328008,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6202,23:04:34.1328008,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6203,23:04:34.1328008,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6204,23:04:34.1328008,标准帧,数据帧,接收,6,93 00 80 1B 42 0E,35,
6205,23:04:34.1328008,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6206,23:04:34.1328008,标准帧,数据帧,接收,6,93 AE 68 DC BF 0F,35,
6207,23:04:34.1328008,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6208,23:04:34.1328008,标准帧,数据帧,接收,6,93 82 74 55 BB 10,35,
6209,23:04:34.1328008,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6210,23:04:34.1393314,标准帧,数据帧,接收,6,93 7C DC A6 C0 11,35,
6211,23:04:34.1644855,标准帧,数据帧,接收,8,3F FF 7F F0 00 00 03 FF,3,
6212,23:04:34.1644855,标准帧,数据帧,接收,6,13 6E 5D 80 04 3F,35,
6213,23:04:34.1644855,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6214,23:04:34.1644855,标准帧,数据帧,接收,6,93 AE 68 DC BF 0F,35,
6215,23:04:34.1644855,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6216,23:04:34.1644855,标准帧,数据帧,接收,6,93 E6 4F D5 3B 10,35,
6217,23:04:34.1644855,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6218,23:04:34.1644855,标准帧,数据帧,接收,6,93 CF DB 8B C0 11,35,
6219,23:04:34.1913062,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6220,23:04:34.1913062,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6221,23:04:34.1913062,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6222,23:04:34.1913062,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6223,23:04:34.1913062,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6224,23:04:34.1945413,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6225,23:04:34.1945413,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6226,23:04:34.1945413,标准帧,数据帧,接收,6,93 67 86 1B 42 0E,35,
6227,23:04:34.1945413,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6228,23:04:34.1945413,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6229,23:04:34.1945413,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6230,23:04:34.1945413,标准帧,数据帧,接收,6,93 3B 3F 2A 3A 10,35,
6231,23:04:34.1945413,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6232,23:04:34.1945413,标准帧,数据帧,接收,6,93 11 54 9C C0 11,35,
6233,23:04:34.2425495,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6234,23:04:34.2425495,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6235,23:04:34.2425495,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6236,23:04:34.2425495,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6237,23:04:34.2425495,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6238,23:04:34.2425495,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6239,23:04:34.2425495,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6240,23:04:34.2425495,标准帧,数据帧,接收,6,93 A3 8B 1B 42 0E,35,
6241,23:04:34.2425495,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6242,23:04:34.2425495,标准帧,数据帧,接收,6,93 AE 68 DC BF 0F,35,
6243,23:04:34.2465331,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6244,23:04:34.2465331,标准帧,数据帧,接收,6,93 AC 7B 88 38 10,35,
6245,23:04:34.2465331,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6246,23:04:34.2465331,标准帧,数据帧,接收,6,93 13 A6 9B C0 11,35,
6247,23:04:34.3077627,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6248,23:04:34.3077627,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6249,23:04:34.3077627,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6250,23:04:34.3077627,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6251,23:04:34.3077627,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6252,23:04:34.3077627,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6253,23:04:34.3077627,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6254,23:04:34.3077627,标准帧,数据帧,接收,6,93 68 92 1B 42 0E,35,
6255,23:04:34.3117660,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6256,23:04:34.3117660,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6257,23:04:34.3117660,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6258,23:04:34.3117660,标准帧,数据帧,接收,6,93 9E 36 0C 3C 10,35,
6259,23:04:34.3117660,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6260,23:04:34.3117660,标准帧,数据帧,接收,6,93 71 D9 A3 C0 11,35,
6261,23:04:34.3760493,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6262,23:04:34.3760493,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6263,23:04:34.3760493,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6264,23:04:34.3760493,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6265,23:04:34.3760493,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6266,23:04:34.3760493,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6267,23:04:34.3760493,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6268,23:04:34.3760493,标准帧,数据帧,接收,6,93 E0 98 1B 42 0E,35,
6269,23:04:34.3760493,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6270,23:04:34.3760493,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6271,23:04:34.3760493,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6272,23:04:34.3760493,标准帧,数据帧,接收,6,93 9A B3 58 BA 10,35,
6273,23:04:34.3760493,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6274,23:04:34.3760493,标准帧,数据帧,接收,6,93 06 25 9E C0 11,35,
6275,23:04:34.4414015,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6276,23:04:34.4414015,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6277,23:04:34.4414015,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6278,23:04:34.4414015,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6279,23:04:34.4414015,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6280,23:04:34.4414015,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6281,23:04:34.4414015,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6282,23:04:34.4414015,标准帧,数据帧,接收,6,93 DC 9F 1B 42 0E,35,
6283,23:04:34.4414015,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6284,23:04:34.4474014,标准帧,数据帧,接收,6,93 DB 69 DC BF 0F,35,
6285,23:04:34.4474014,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6286,23:04:34.4474014,标准帧,数据帧,接收,6,93 C7 A6 DB BB 10,35,
6287,23:04:34.4474014,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6288,23:04:34.4474014,标准帧,数据帧,接收,6,93 53 3C 97 C0 11,35,
6289,23:04:34.5015920,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6290,23:04:34.5015920,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6291,23:04:34.5015920,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6292,23:04:34.5015920,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6293,23:04:34.5059081,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6294,23:04:34.5059081,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6295,23:04:34.5059081,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6296,23:04:34.5059081,标准帧,数据帧,接收,6,93 9F A5 1B 42 0E,35,
6297,23:04:34.5059081,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6298,23:04:34.5059081,标准帧,数据帧,接收,6,93 09 6B DC BF 0F,35,
6299,23:04:34.5059081,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6300,23:04:34.5059081,标准帧,数据帧,接收,6,93 45 8A FD BB 10,35,
6301,23:04:34.5059081,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6302,23:04:34.5059081,标准帧,数据帧,接收,6,93 D8 14 94 C0 11,35,
6303,23:04:34.5640712,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6304,23:04:34.5640712,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6305,23:04:34.5640712,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6306,23:04:34.5640712,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6307,23:04:34.5640712,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6308,23:04:34.5640712,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6309,23:04:34.5640712,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6310,23:04:34.5640712,标准帧,数据帧,接收,6,93 6A AB 1B 42 0E,35,
6311,23:04:34.5640712,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6312,23:04:34.5640712,标准帧,数据帧,接收,6,93 71 6A DC BF 0F,35,
6313,23:04:34.5680768,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6314,23:04:34.5680768,标准帧,数据帧,接收,6,93 B7 9E A9 3A 10,35,
6315,23:04:34.5680768,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6316,23:04:34.5680768,标准帧,数据帧,接收,6,93 AF 48 9F C0 11,35,
6317,23:04:34.6366814,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6318,23:04:34.6366814,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6319,23:04:34.6366814,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6320,23:04:34.6366814,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6321,23:04:34.6366814,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6322,23:04:34.6366814,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6323,23:04:34.6366814,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6324,23:04:34.6366814,标准帧,数据帧,接收,6,93 76 B1 1B 42 0E,35,
6325,23:04:34.6366814,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6326,23:04:34.6366814,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6327,23:04:34.6366814,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6328,23:04:34.6366814,标准帧,数据帧,接收,6,93 28 AA B5 BB 10,35,
6329,23:04:34.6366814,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6330,23:04:34.6366814,标准帧,数据帧,接收,6,93 71 C4 A0 C0 11,35,
6331,23:04:34.6896492,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6332,23:04:34.6896492,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6333,23:04:34.6896492,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6334,23:04:34.6896492,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6335,23:04:34.6896492,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6336,23:04:34.6896492,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6337,23:04:34.6896492,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6338,23:04:34.6896492,标准帧,数据帧,接收,6,93 A0 B7 1B 42 0E,35,
6339,23:04:34.6896492,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6340,23:04:34.6896492,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6341,23:04:34.6896492,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6342,23:04:34.6896492,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6343,23:04:34.6896492,标准帧,数据帧,接收,6,93 2A FE 04 3C 10,35,
6344,23:04:34.6896492,标准帧,数据帧,接收,6,93 C4 4C AC C0 11,35,
6345,23:04:34.7492276,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6346,23:04:34.7492276,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6347,23:04:34.7492276,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6348,23:04:34.7492276,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6349,23:04:34.7492276,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6350,23:04:34.7492276,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6351,23:04:34.7492276,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6352,23:04:34.7492276,标准帧,数据帧,接收,6,93 B0 BD 1B 42 0E,35,
6353,23:04:34.7492276,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6354,23:04:34.7492276,标准帧,数据帧,接收,6,93 DB 69 DC BF 0F,35,
6355,23:04:34.7492276,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6356,23:04:34.7492276,标准帧,数据帧,接收,6,93 2E 3C 7B BB 10,35,
6357,23:04:34.7492276,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6358,23:04:34.7492276,标准帧,数据帧,接收,6,93 D4 D6 A8 C0 11,35,
6359,23:04:34.8133720,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6360,23:04:34.8133720,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6361,23:04:34.8133720,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6362,23:04:34.8133720,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6363,23:04:34.8133720,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6364,23:04:34.8133720,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6365,23:04:34.8133720,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6366,23:04:34.8133720,标准帧,数据帧,接收,6,93 B2 C3 1B 42 0E,35,
6367,23:04:34.8133720,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6368,23:04:34.8133720,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6369,23:04:34.8133720,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6370,23:04:34.8133720,标准帧,数据帧,接收,6,93 90 FA 06 3C 10,35,
6371,23:04:34.8133720,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6372,23:04:34.8133720,标准帧,数据帧,接收,6,93 7B 7B 90 C0 11,35,
6373,23:04:34.8736188,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6374,23:04:34.8736188,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6375,23:04:34.8736188,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6376,23:04:34.8736188,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6377,23:04:34.8736188,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6378,23:04:34.8736188,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6379,23:04:34.8736188,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6380,23:04:34.8776244,标准帧,数据帧,接收,6,93 85 C9 1B 42 0E,35,
6381,23:04:34.8776244,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6382,23:04:34.8776244,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6383,23:04:34.8776244,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6384,23:04:34.8776244,标准帧,数据帧,接收,6,93 B8 36 17 BC 10,35,
6385,23:04:34.8776244,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6386,23:04:34.8776244,标准帧,数据帧,接收,6,93 B9 D7 95 C0 11,35,
6387,23:04:34.9346273,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6388,23:04:34.9346273,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6389,23:04:34.9346273,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6390,23:04:34.9346273,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
6391,23:04:34.9346273,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
6392,23:04:34.9346273,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
6393,23:04:34.9346273,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
6394,23:04:34.9406212,标准帧,数据帧,接收,6,93 4D CF 1B 42 0E,35,
6395,23:04:34.9406212,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
6396,23:04:34.9406212,标准帧,数据帧,接收,6,93 44 69 DC BF 0F,35,
6397,23:04:34.9406212,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
6398,23:04:34.9406212,标准帧,数据帧,接收,6,93 8F 25 B6 BB 10,35,
6399,23:04:34.9406212,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
6400,23:04:34.9406212,标准帧,数据帧,接收,6,93 1E 4B 98 C0 11,35,
6401,23:04:34.9975110,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
6402,23:04:34.9975110,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
6403,23:04:34.9975110,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
6404,23:04:34.9975110,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
